phrase,first_lesson,occurrences,word_count,parent_count,child_count,parents,children
C'est à droite.,24,2,3,3,1,c'est|droite|à droite,est-ce que c'est à droite
Droite.,24,1,1,0,7,,c'est à droite|à droite|la bonne route est à droite|prenez la route à droite|prenez à droite
À droite.,24,5,2,1,6,droite,c'est à droite|la bonne route est à droite|prenez la route à droite|prenez à droite|à gauche ou à droite
Ce n'est pas tout droit.,24,1,5,4,0,pas|ce|droit|tout droit,
La bonne route.,24,1,3,2,10,route|bonne,la bonne route est à droite|quelle est la bonne route|la bonne route est à gauche|est-ce que la bonne route est à gauche|c'est la bonne route
Bonne.,24,1,1,0,16,,la bonne route|la bonne route est à droite|quelle est la bonne route|la bonne route est à gauche|est-ce que la bonne route est à gauche
La bonne route est à droite.,24,1,6,6,0,est|route|droite|à droite|la bonne route,
Quelle est la bonne route?,24,1,5,7,0,est|quelle|route|quelle route|quelle est la route,
Ou tout droit?,24,2,3,3,1,ou|droit|tout droit,à gauche ou tout droit
À gauche ou tout droit?,24,1,5,6,0,ou|droit|tout droit|ou tout droit|gauche,
Prenez tout droit.,24,1,3,3,0,prenez|droit|tout droit,
La bonne route est à gauche.,24,1,6,6,1,est|route|la bonne route|bonne|gauche,est-ce que la bonne route est à gauche
Gauche.,24,1,1,0,10,,à gauche ou tout droit|la bonne route est à gauche|à gauche|est-ce que la bonne route est à gauche|pas à gauche
À gauche.,24,4,2,1,9,gauche,à gauche ou tout droit|la bonne route est à gauche|est-ce que la bonne route est à gauche|pas à gauche|prenez la route à gauche
Est-ce que la bonne route est à gauche?,24,1,8,8,0,est-ce que|est|route|la bonne route|bonne,
"Non, c'est tout droit.",24,1,4,4,0,c'est|c'est tout droit|droit|tout droit,
Pas à gauche.,24,1,3,3,0,pas|gauche|à gauche,
Prenez la route à gauche.,24,1,5,5,0,prenez|route|gauche|à gauche|prenez à gauche,
C'est la bonne route.,24,1,4,4,1,c'est|route|la bonne route|bonne,est-ce que c'est la bonne route
Un bon vin.,24,1,3,2,0,bon|vin,
Une bonne bière.,24,1,3,3,0,bière|une|bonne,
Bon. Bonne.,24,1,2,1,0,bonne,
Prenez la route à droite.,24,2,5,5,0,prenez|route|droite|à droite|prenez à droite,
Prenez à gauche.,24,3,3,3,1,prenez|gauche|à gauche,prenez la route à gauche
Et puis tout droit.,24,3,4,5,0,et|droit|tout droit|puis|et puis,
Puis.,24,1,1,0,3,,et puis tout droit|et puis|puis à gauche
Et puis.,24,4,2,2,1,et|puis,et puis tout droit
C'est la route de Paris.,24,1,5,3,0,c'est|route|la route de paris,
Mais prenez la bonne route.,24,1,5,6,0,prenez|mais|route|la bonne route|bonne,
Puis à gauche.,24,1,3,3,0,gauche|à gauche|puis,
Et ne parlez pas trop vite.,24,1,6,6,0,ne|pas|et|parlez|vite,
"Maintenant, quelle est la route de Paris?",24,1,7,7,0,est|quelle|route|quelle route|quelle est la route,
Il y a une route là-bas.,24,1,6,4,0,là-bas|une|il y a|route,
Mais ce n'est pas la bonne.,24,1,6,5,0,pas|mais|ce|bonne|ce n'est pas la bonne,
Ce n'est pas la bonne.,24,1,5,3,1,pas|ce|bonne,mais ce n'est pas la bonne
La bonne route est ici.,24,1,5,5,0,est|ici|route|la bonne route|bonne,
Prenez à droite.,24,2,3,3,1,prenez|droite|à droite,prenez la route à droite
Quinze kilomètres plus loin.,24,1,4,4,0,plus|quinze|loin|kilomètres,
Paris n'est pas loin.,24,1,4,2,1,pas|loin,paris n'est pas très loin
Si vous prenez la bonne route...,24,1,6,8,0,prenez|vous|si|route|vous prenez,
Mais dites-moi.,24,1,2,2,0,mais|dites-moi,
À gauche ou à droite?,24,1,5,5,0,ou|droite|à droite|gauche|à gauche,
"Vraiment, je ne sais pas.",24,1,5,6,0,ne|je|pas|je ne|je ne sais pas,
Et maintenant?,24,1,2,2,0,et|maintenant,
Kilomètres,25,1,1,0,16,,combien de kilomètres|cinquante kilomètres|ça suffit pour cinquante kilomètres|il y a combien de kilomètres|il y a soixante kilomètres
Est-ce que c'est la bonne route?,25,1,6,6,0,est-ce que|c'est|route|la bonne route|bonne,
Est-ce que c'est à droite?,25,1,5,5,0,est-ce que|c'est|c'est à droite|droite|à droite,
Est-ce que c'est à gauche?,25,1,5,4,0,est-ce que|c'est|gauche|à gauche,
Prenez la bonne route,25,1,4,4,2,prenez|route|la bonne route|bonne,mais prenez la bonne route|si vous prenez la bonne route
Est-ce que c'est loin?,25,1,4,4,0,est-ce que|c'est|c'est loin|loin,
Il y a quatre-vingts kilomètres,25,1,5,4,0,il y a|kilomètres|quatre-vingts|quatre-vingts kilomètres,
Quatre-vingts,25,3,1,0,4,,"il y a quatre-vingts kilomètres|quatre-vingts kilomètres|oui, j'ai quatre-vingts francs|cent quatre-vingts"
Quatre-vingts kilomètres,25,3,2,2,1,kilomètres|quatre-vingts,il y a quatre-vingts kilomètres
C'est une bonne route,25,1,4,4,0,c'est|une|route|bonne,
Est-ce que je peux?,25,1,4,3,1,est-ce que|je|je peux,est-ce que je peux acheter quelque chose
Est-ce que je peux acheter quelque chose?,25,1,7,9,0,est-ce que|je|quelque chose|chose|quelque,
À Paris,25,1,2,0,12,,je voudrais aller à paris|nous voudrions aller à paris|et nous allons à paris|je vais à paris|je vais à paris demain
"Non, vous ne pouvez pas",25,1,5,5,0,ne|vous|pas|vous pouvez|vous ne pouvez pas,
Pourquoi?,25,5,1,0,0,,
Parce que,25,4,2,0,8,,pourquoi? parce que|parce que les magasins sont fermés|parce que je voudrais acheter quelque chose|parce que je vais à marseille|parce que je vais passer quelques jours
Pourquoi? Parce que,25,1,3,1,0,parce que,
Les magasins,25,1,2,0,8,,les magasins sont fermés|les grands magasins sont fermés|parce que les magasins sont fermés|est-ce que les magasins sont fermés|les grands magasins sont ouverts maintenant
Un magasin,25,1,2,0,3,,un grand magasin|dans un grand magasin|dans un bon magasin
Le magasin,25,1,2,0,1,,le grand magasin
Un grand magasin,25,1,3,1,1,un magasin,dans un grand magasin
Le grand magasin,25,1,3,1,0,le magasin,
Les magasins sont fermés,25,2,4,1,5,les magasins,les grands magasins sont fermés|parce que les magasins sont fermés|est-ce que les magasins sont fermés|et les magasins sont fermés|quatre-vingt-cinq kilomètres et les magasins sont fermés
Fermé,25,2,1,0,0,,
Les grands magasins sont fermés,25,1,5,2,0,les magasins|les magasins sont fermés,
Parce que les magasins sont fermés,25,2,6,3,0,parce que|les magasins|les magasins sont fermés,
Est-ce que les magasins sont fermés?,25,1,6,3,0,est-ce que|les magasins|les magasins sont fermés,
"Non, ils sont ouverts",25,1,4,1,0,ouverts,
Ouverts,25,1,1,0,6,,"non, ils sont ouverts|les grands magasins sont ouverts maintenant|est-ce que les magasins sont ouverts|oui, ils sont ouverts maintenant|parce qu'ils sont ouverts ce soir"
Ouvert,25,1,1,0,0,,
Ils sont fermés maintenant,25,1,4,2,0,maintenant|ils sont fermés,
Les grands magasins sont ouverts maintenant,25,1,6,3,0,maintenant|les magasins|ouverts,
Est-ce que les magasins sont ouverts?,25,2,6,3,0,est-ce que|les magasins|ouverts,
"Non, ils sont fermés",25,1,4,1,0,ils sont fermés,
Parce qu'il est tard,25,2,4,2,0,est|tard,
Il n'est pas tard,25,1,4,2,0,pas|tard,
Et les magasins sont fermés,25,1,5,3,1,et|les magasins|les magasins sont fermés,quatre-vingt-cinq kilomètres et les magasins sont fermés
Quatre-vingt-deux,25,1,1,0,0,,
Quatre-vingt-cinq,25,2,1,0,1,,quatre-vingt-cinq kilomètres et les magasins sont fermés
Quatre-vingt-cinq kilomètres et les magasins sont fermés,25,1,7,6,0,et|kilomètres|les magasins|les magasins sont fermés|et les magasins sont fermés,
Il est sept heures,25,1,4,2,0,est|il est,
Parce que je voudrais acheter quelque chose,25,2,7,10,0,je|quelque chose|chose|quelque|je voudrais,
Je veux acheter quelque chose,25,1,5,8,0,je|je veux|veux|quelque chose|chose,
Où voudriez-vous acheter quelque chose?,25,1,5,6,0,quelque chose|chose|quelque|où|acheter,
Dans un grand magasin,25,1,4,3,0,dans|un magasin|un grand magasin,
"Oui, ils sont ouverts maintenant",25,1,5,2,0,maintenant|ouverts,
Parce qu'ils sont ouverts ce soir,25,1,6,4,0,ce|ce soir|soir|ouverts,
"Demain, ils sont fermés",25,1,4,1,0,ils sont fermés,
Quelque chose pour ma femme,25,1,5,4,0,quelque chose|chose|quelque|ma femme,
"Oui, j'ai quatre-vingts francs",25,1,4,2,0,j'ai|quatre-vingts,
"Pour ma femme, ça suffit",25,1,5,2,0,ça suffit|ça,
Mais pas pour moi,25,1,4,4,0,pas|moi|mais|pour moi,
Et je ne peux pas.,26,1,5,7,0,ne|je|pas|je ne|et,
"Oui, ils sont fermés.",26,1,4,1,0,ils sont fermés,
Il est tard.,26,1,3,3,0,est|tard|il est,
Mais ils sont ouverts.,26,1,4,2,0,mais|ouverts,
"Demain, vous pouvez acheter quelque chose.",26,1,6,7,0,vous|quelque chose|chose|quelque|acheter,
Dans un bon magasin.,26,1,4,3,0,bon|dans|un magasin,
Prenez beaucoup d'argent.,26,1,3,1,0,prenez,
Ne prenez pas votre voiture.,26,1,5,4,0,ne|prenez|pas|voiture,
Prenez un taxi.,26,1,3,1,0,prenez,
Je vais prendre ma voiture.,26,1,5,4,1,je|je vais|voiture|ma voiture,je crois que je vais prendre ma voiture
Parce que je vais à Marseille.,26,1,6,3,0,je|je vais|parce que,
Vous allez à Marseille?,26,1,4,2,0,vous|vous allez,
Qu'est-ce que vous allez faire là-bas?,26,2,6,6,0,vous|vous allez|là-bas|qu'est-ce que|faire,
Je vais voir des amis.,26,2,5,6,0,je|voir|je vais|amis|des amis,
Amis.,26,1,1,0,9,,je vais voir des amis|des amis|quelques amis|j'ai quelques amis là-bas|mes amis
Des amis.,26,1,2,1,2,amis,je vais voir des amis|et j'ai des amis là-bas
Je vais voir.,26,1,3,3,6,je|voir|je vais,je vais voir des amis|je vais voir mes amis|je vais voir jacques|je vais le voir|je vais les voir
"Non, mais pas loin.",26,1,4,3,0,pas|mais|loin,
Quelques kilomètres.,26,1,2,1,0,kilomètres,
Quelques amis.,26,1,2,1,2,amis,j'ai quelques amis là-bas|et voir quelques amis
J'ai quelques amis là-bas.,26,2,4,4,0,là-bas|j'ai|amis|quelques amis,
Et je vais travailler.,26,1,4,5,0,je|et|je vais|travailler|je vais travailler,
Travailler.,26,1,1,0,8,,"et je vais travailler|est-ce que vous allez travailler|je vais travailler un peu|mais je vais aussi travailler|non, je vais travailler"
Est-ce que vous allez travailler?,26,3,5,4,0,vous|est-ce que|vous allez|travailler,
Mes amis.,26,2,2,1,2,amis,je vais voir mes amis|avec mes amis
Je vais voir mes amis.,26,2,5,6,0,je|voir|je vais|amis|je vais voir,
Je vais passer trois jours là-bas.,26,1,6,5,0,je|là-bas|trois|je vais|passer,
Passer.,26,1,1,0,13,,je vais passer trois jours là-bas|je vais passer deux jours|vous allez passer combien de jours|je crois que je vais passer|je crois que je vais passer quelques jours
Je vais passer deux jours.,26,1,5,4,0,je|deux|je vais|passer,
Je vais travailler un peu.,26,1,5,6,0,je|un peu|peu|je vais|travailler,
Vous allez passer combien de jours?,26,1,6,5,1,vous|vous allez|combien|passer|combien de jours,vous allez passer combien de jours à nice
Combien de jours?,26,1,3,1,3,combien,vous allez passer combien de jours|vous allez passer combien de jours à nice|combien de jours allez-vous passer là-bas
Quelques jours.,26,4,2,0,10,,pour quelques jours|je crois que je vais passer quelques jours|parce que je vais passer quelques jours|je vais passer quelques jours à nice|je vais passer quelques jours
Trois jours peut-être.,26,1,3,3,0,trois|peut-être|trois peut-être,
Peut-être.,26,3,1,0,3,,"trois jours peut-être|trois peut-être|je ne sais pas, peut-être"
Je vais voir Jacques.,26,1,4,5,0,je|voir|jacques|je vais|je vais voir,
Pour quelques jours.,26,1,3,1,0,quelques jours,
"Oui, je crois.",26,3,3,2,0,je|je crois,
Je crois.,26,1,2,1,7,je,"oui, je crois|je ne crois pas|je crois que je vais passer|je crois que je vais passer quelques jours|je crois que je vais prendre ma voiture"
Je ne crois pas.,26,3,4,5,1,ne|je|pas|je ne|je crois,"non, je ne crois pas"
Est-ce que vous allez voir Georges?,26,1,6,4,0,vous|est-ce que|vous allez|voir,
Est-ce que Georges travaille à Marseille?,26,1,6,1,0,est-ce que,
Je crois. Je ne sais pas.,26,1,6,6,0,ne|je|pas|je ne|je ne sais pas,
S'il travaille là-bas.,26,1,3,2,0,s'il|là-bas,
Est-ce que vous allez le voir?,26,1,6,5,0,vous|est-ce que|vous allez|voir|le voir,
Le voir.,26,1,2,1,2,voir,est-ce que vous allez le voir|je vais le voir
Je vais le voir.,26,1,4,5,0,je|voir|je vais|je vais voir|le voir,
Mais je vais aussi travailler.,26,1,5,6,0,je|mais|aussi|je vais|travailler,
Et voir quelques amis.,26,1,4,4,0,voir|et|amis|quelques amis,
Et passez deux jours.,26,1,4,2,1,et|deux,et passez deux jours à marseille
Et passez deux jours à Marseille.,26,1,6,3,0,et|deux|et passez deux jours,
Trois peut-être.,26,1,2,2,1,trois|peut-être,trois jours peut-être
Je crois que je vais passer...,26,1,6,4,1,je|je vais|passer|je crois,je crois que je vais passer quelques jours
Je crois que je vais passer quelques jours.,26,1,8,7,0,je|je vais|passer|quelques jours|je crois,
"À Marseille, avec Georges.",26,1,4,1,0,avec,
"Mon ami, Georges.",26,1,3,1,0,mon,
Donnez-moi?,26,1,1,0,23,,"donnez-moi des francs|donnez-moi des dollars|maintenant, donnez-moi dix-sept francs|donnez-moi quinze dollars|non, donnez-moi dix-sept ou dix-huit dollars"
Donnez-moi quelques francs.,26,1,3,1,0,donnez-moi,
Parce que je vais passer quelques jours.,26,1,7,6,0,je|je vais|parce que|passer|quelques jours,
À Nice.,26,1,2,0,10,,je vais passer quelques jours à nice|je vais à nice|vous allez passer combien de jours à nice|quand est-ce que vous êtes allés à nice|vous êtes allé à nice
Je vais passer quelques jours à Nice.,26,1,7,7,0,je|je vais|passer|quelques jours|à nice,
Je crois que je vais prendre ma voiture.,26,1,8,6,0,je|je vais|voiture|ma voiture|je vais prendre ma voiture,
Et pas un taxi.,26,1,4,2,0,pas|et,
Parce que c'est très loin.,26,1,5,5,0,très|c'est|c'est loin|loin|parce que,
Et je veux aller vite.,26,1,5,5,0,je|et|je veux|veux|vite,
Est-ce que vous voulez aller là-bas?,26,1,6,6,0,vous|est-ce que|là-bas|vous voulez|voulez,
"Non, je vais travailler.",26,1,4,4,0,je|je vais|travailler|je vais travailler,
Je vais travailler aujourd'hui.,26,1,4,5,0,je|je vais|aujourd'hui|travailler|je vais travailler,
"Je ne sais pas, peut-être.",26,1,5,5,0,ne|je|je ne|je sais|peut-être,
"Non, je ne crois pas.",26,1,5,6,0,ne|je|pas|je ne|je crois,
Je voudrais voir Nice.,26,1,4,4,0,je|voir|je voudrais|voudrais,
Et j'ai des amis là-bas.,26,1,5,5,0,et|là-bas|j'ai|amis|des amis,
Mais je vais travailler demain.,26,1,5,6,0,je|mais|je vais|demain|travailler,
"Alors, au revoir.",26,1,3,2,0,au revoir|au,
Ils sont fermés.,27,1,3,0,4,,"ils sont fermés maintenant|non, ils sont fermés|demain, ils sont fermés|oui, ils sont fermés"
Vous croyez?,27,1,2,1,1,vous,vous ne croyez pas
Vous ne croyez pas?,27,1,4,4,0,ne|vous|pas|vous croyez,
Je vais à Nice.,27,1,4,3,1,je|je vais|à nice,je vais passer quelques jours à nice
Je vais les voir.,27,1,4,4,0,je|voir|je vais|je vais voir,
Vous allez passer combien de jours à Nice?,27,1,8,7,0,vous|vous allez|combien|passer|vous allez passer combien de jours,
Combien de jours allez-vous passer là-bas?,27,1,6,4,0,là-bas|combien|passer|combien de jours,
Je vais passer quelques jours.,27,1,5,4,4,je|je vais|passer|quelques jours,je crois que je vais passer quelques jours|parce que je vais passer quelques jours|je vais passer quelques jours à nice|je vais passer quelques jours à paris
Quatre-vingt-dix.,27,1,1,0,5,,quatre-vingt-dix francs|cent quatre-vingt-dix|et j'ai quatre-vingt-dix francs|donnez-moi quatre-vingt-dix francs|quatre-vingt-dix jours
Quatre-vingt-quinze.,27,1,1,0,1,,donnez-moi quatre-vingt-quinze francs
Quatre-vingt-douze.,27,1,1,0,0,,
Quatre-vingt-dix-neuf.,27,1,1,0,0,,
Quatre-vingt-neuf.,27,1,1,0,0,,
Quatre-vingt-dix francs.,27,2,2,1,2,quatre-vingt-dix,et j'ai quatre-vingt-dix francs|donnez-moi quatre-vingt-dix francs
Voilà cent francs.,27,2,3,3,0,voilà|cent|cent francs,
Cent.,27,1,1,0,12,,voilà cent francs|cent dollars|cent cinquante dollars|cent quatre-vingts|cent quatre-vingt-dix
Cent dollars.,27,1,2,1,2,cent,cent cinquante dollars|j'ai cent dollars
Cent cinquante dollars.,27,1,3,3,0,cinquante|cent|cent dollars,
Cent quatre-vingts.,27,1,2,2,0,quatre-vingts|cent,
Cent quatre-vingt-dix.,27,1,2,2,0,quatre-vingt-dix|cent,
Cent soixante-dix.,27,1,2,2,0,soixante-dix|cent,
Cent soixante-cinq.,27,1,2,1,0,cent,
Cent quarante-sept.,27,1,2,1,0,cent,
Rien.,27,5,1,0,9,,"ça ne fait rien|je ne veux rien|je n'ai rien|et je ne veux rien|moi, je ne veux rien"
Cent francs.,27,1,2,1,3,cent,voilà cent francs|je veux cent francs|j'ai cent francs
Qu'est-ce que vous voulez?,27,1,4,4,4,vous|vous voulez|voulez|qu'est-ce que,"qu'est-ce que vous voulez faire|qu'est-ce que vous voulez faire maintenant|dites-moi, marie, qu'est-ce que vous voulez faire maintenant|qu'est-ce que vous voulez faire ce soir"
Je ne veux rien.,27,3,4,6,2,ne|je|je ne|je veux|veux,"et je ne veux rien|moi, je ne veux rien"
Je n'ai rien.,27,3,3,2,0,je|rien,
Et je ne veux rien.,27,1,5,8,0,ne|je|je ne|et|je veux,
Je veux cent francs.,27,1,4,5,0,je|je veux|veux|cent|cent francs,
Je veux partir.,27,3,3,3,2,je|je veux|veux,je ne veux pas partir|je veux partir avec vous
Je ne veux pas partir.,27,2,5,8,0,ne|je|pas|je ne|je veux,
Je vais partir demain.,27,1,4,4,0,je|je vais|demain|je vais partir,
Nous allons partir.,27,1,3,0,3,,nous allons partir ensemble|et nous allons partir|nous allons partir demain matin
Nous allons partir ensemble.,27,1,4,2,0,nous allons partir|ensemble,
Ensemble.,27,4,1,0,6,,"vous et moi, ensemble|nous allons partir ensemble|nous sommes ici ensemble|oui, nous allons manger ensemble|nous sommes arrivés ensemble"
Je veux partir avec vous.,27,1,5,7,0,vous|je|je veux|veux|avec,
Parce que je ne veux pas.,27,1,6,8,0,ne|je|pas|je ne|je veux,
Je veux passer quelques jours.,27,1,5,5,1,je|je veux|veux|passer|quelques jours,je veux passer quelques jours ici
Je veux passer quelques jours ici.,27,1,6,7,0,je|ici|je veux|veux|passer,
J'ai cent dollars.,27,1,3,3,0,j'ai|cent|cent dollars,
Et j'ai quatre-vingt-dix francs.,27,1,4,4,0,et|j'ai|quatre-vingt-dix|quatre-vingt-dix francs,
J'ai beaucoup d'argent.,27,1,3,1,0,j'ai,
Je vais partir.,27,2,3,2,3,je|je vais,"je vais partir demain|je vais partir seul|puis, je vais partir"
Mais je suis seule.,27,1,4,5,0,je|je suis|suis|mais|seule,
Seule.,27,2,1,0,2,,mais je suis seule|est-ce que vous êtes seule
Seul.,27,2,1,0,5,,si vous n'êtes pas seul|je vais partir seul|est-ce que vous allez partir seul|allez-vous partir seul|je suis seul
Est-ce que vous êtes seule?,27,1,5,4,0,vous|est-ce que|vous êtes|seule,
"Est-ce que vous êtes seule, Mademoiselle?",27,1,6,4,0,vous|est-ce que|vous êtes|mademoiselle,
"Non, je suis avec mon mari.",27,1,6,8,0,mon|je|je suis|suis|avec,
Si vous n'êtes pas seul...,27,1,5,4,0,vous|pas|si|seul,
Je vais partir seul.,27,1,4,4,0,je|je vais|je vais partir|seul,
Est-ce que vous allez partir seul?,27,1,6,4,0,vous|est-ce que|vous allez|seul,
Allez-vous partir seul?,27,1,3,1,0,seul,
Nous pouvons partir.,27,1,3,1,0,nous pouvons,
"Combien d'argent avez-vous, Mademoiselle?",28,1,4,2,0,mademoiselle|combien,
J'ai cent francs.,28,1,3,3,0,j'ai|cent|cent francs,
Donnez-moi quatre-vingt-dix francs.,28,1,3,3,0,donnez-moi|quatre-vingt-dix|quatre-vingt-dix francs,
Où voulez-vous aller?,28,1,3,2,0,où|voulez-vous,
Je vais travailler.,28,1,3,3,6,je|je vais|travailler,"et je vais travailler|je vais travailler un peu|mais je vais aussi travailler|non, je vais travailler|je vais travailler aujourd'hui"
Avec mes amis.,28,1,3,3,0,avec|amis|mes amis,
Je vais voir Paris.,28,1,4,4,0,je|voir|je vais|je vais voir,
Je vais passer quelques jours à Paris.,28,1,7,7,0,je|je vais|je vais à paris|à paris|passer,
Je suis seul.,28,1,3,4,0,je|je suis|suis|seul,
Donnez-moi quatre-vingt-quinze francs.,28,1,3,2,0,donnez-moi|quatre-vingt-quinze,
"Maintenant, vous pouvez partir.",28,1,4,2,0,vous|vous pouvez,
Qu'est-ce que ça veut dire?,28,3,5,2,0,qu'est-ce que|ça,
Le mot zut.,28,1,3,3,0,mot|zut|le mot,
Un mot.,28,1,2,1,2,mot,c'est un mot français|est-ce que c'est un mot français
C'est un mot français.,28,1,4,4,1,français|c'est|un mot|mot,est-ce que c'est un mot français
Est-ce que c'est un mot français?,28,1,6,6,0,est-ce que|français|c'est|un mot|c'est un mot français,
Je crois que c'est français.,28,1,5,4,0,je|français|c'est|je crois,
"Oui, nous sommes américains.",28,1,4,1,0,nous sommes américains,
Mot,28,2,1,0,11,,"le mot zut|un mot|c'est un mot français|est-ce que c'est un mot français|le mot ""rester."""
Zut,28,1,1,0,2,,le mot zut|voilà ce que zut veut dire
Nous sommes ici.,28,3,3,1,6,ici,nous sommes ici depuis quelques jours|nous sommes ici depuis deux jours|nous sommes ici ensemble|nous sommes ici depuis trois jours|nous sommes ici depuis une semaine
Depuis quelques jours.,28,2,3,2,1,quelques jours|depuis,nous sommes ici depuis quelques jours
Nous sommes ici depuis quelques jours.,28,1,6,5,0,ici|quelques jours|nous sommes ici|depuis quelques jours|depuis,
Depuis combien de temps?,28,5,4,4,2,combien|combien de temps|depuis|temps,depuis combien de temps êtes-vous ici|vous êtes ici depuis combien de temps
Combien de temps?,28,4,3,2,3,combien|temps,depuis combien de temps|depuis combien de temps êtes-vous ici|vous êtes ici depuis combien de temps
"Le mot ""rester.""",28,1,3,2,0,mot|le mot,
Oh! Je comprends maintenant.,28,1,4,5,0,je|comprends|je comprends|maintenant|je comprends maintenant,
Vous allez rester?,28,2,3,2,0,vous|vous allez,
Parce que nous n'avons pas.,28,1,5,2,0,pas|parce que,
Beaucoup de temps.,28,2,3,1,1,temps,nous n'avons pas beaucoup de temps
Depuis quand?,28,1,2,2,0,quand|depuis,
Depuis huit jours.,28,1,3,2,0,huit|depuis,
Nous voulons rester.,28,1,3,1,0,nous voulons,
Nous sommes ici depuis deux jours.,28,1,6,4,0,ici|deux|nous sommes ici|depuis,
Nous n'avons pas beaucoup de temps.,28,1,6,4,0,pas|pas beaucoup|beaucoup de temps|temps,
Nous ne pouvons pas rester.,28,1,5,3,0,ne|pas|nous pouvons,
Je ne sais pas ce que ça veut dire.,28,1,9,8,0,ne|je|pas|je ne|ce,
Nous voudrions rester.,28,1,3,1,1,nous voudrions,nous voudrions rester en france
Nous voudrions rester en France.,28,1,5,2,0,nous voudrions|nous voudrions rester,
Mais nous n'avons pas de temps.,28,1,6,3,0,pas|mais|temps,
Depuis combien de temps êtes-vous ici?,28,1,6,6,0,ici|combien|depuis combien de temps|combien de temps|depuis,
Est-ce que vous êtes seuls?,28,1,5,3,0,vous|est-ce que|vous êtes,
Nous sommes ici ensemble.,28,1,4,3,0,ici|ensemble|nous sommes ici,
Voilà ce que zut veut dire.,28,1,6,3,0,ce|voilà|zut,
Le mot mal.,29,1,3,2,0,mot|le mot,
Pas mal.,29,2,2,1,0,pas,
Qu'est-ce que vous ne comprenez pas?,29,1,6,7,0,comprenez|ne|vous comprenez|vous|pas,
Ça.,29,1,1,0,15,,"ça ne fait rien|non, mais ça suffit|ça suffit|ça ne suffit pas|trente-cinq, ça suffit"
Depuis trois jours.,29,1,3,2,1,trois|depuis,nous sommes ici depuis trois jours
Depuis.,29,1,1,0,16,,depuis quelques jours|nous sommes ici depuis quelques jours|depuis combien de temps|depuis quand|depuis huit jours
Nous sommes ici depuis trois jours.,29,1,6,5,0,ici|trois|nous sommes ici|depuis trois jours|depuis,
Vous êtes ici depuis combien de temps?,29,1,7,8,0,vous|vous êtes|ici|combien|depuis combien de temps,
Temps.,29,1,1,0,7,,depuis combien de temps|combien de temps|beaucoup de temps|nous n'avons pas beaucoup de temps|mais nous n'avons pas de temps
Je suis ici depuis deux jours.,29,1,6,6,0,je|je suis|suis|ici|deux,
Nous allons rester.,29,4,3,0,0,,
Quelques semaines.,29,2,2,0,1,,depuis quelques semaines
Le mot semaine.,29,1,3,2,0,mot|le mot,
Une semaine.,29,3,2,1,2,une,depuis une semaine|nous sommes ici depuis une semaine
Depuis une semaine.,29,1,3,3,1,une|depuis|une semaine,nous sommes ici depuis une semaine
Nous sommes ici depuis une semaine.,29,1,6,6,0,ici|une|nous sommes ici|depuis|une semaine,
Je vais rester.,29,1,3,2,0,je|je vais,
Quatre-vingt-dix jours.,29,1,2,1,0,quatre-vingt-dix,
"Puis, je vais partir.",29,1,4,3,0,je|je vais|je vais partir,
Depuis quelques semaines.,29,3,3,2,0,depuis|quelques semaines,
Depuis hier.,29,2,2,2,1,depuis|hier,nous sommes ici depuis hier
Hier.,29,5,1,0,16,,depuis hier|nous sommes ici depuis hier|qu'est-ce que vous avez acheté hier|j'ai acheté un chapeau hier|j'ai mangé hier
Nous sommes ici depuis hier.,29,1,5,5,0,ici|nous sommes ici|depuis|depuis hier|hier,
Qu'est-ce que vous avez acheté hier?,29,1,6,6,0,vous|qu'est-ce que|vous avez|qu'est-ce que vous avez|hier,
J'ai acheté quelque chose.,29,1,4,5,1,quelque chose|chose|quelque|j'ai|j'ai acheté,j'ai acheté quelque chose à boire
Qu'est-ce que vous avez acheté?,29,5,5,4,1,vous|qu'est-ce que|vous avez|qu'est-ce que vous avez,qu'est-ce que vous avez acheté hier
Quelque chose à boire.,29,1,4,5,2,quelque chose|chose|quelque|boire|boire quelque chose,"moi, je vais boire quelque chose à neuf heures|j'ai acheté quelque chose à boire"
J'ai acheté quelque chose à boire.,29,1,6,9,0,quelque chose|chose|quelque|boire|boire quelque chose,
Du bon vin.,29,2,3,4,0,bon|du vin|vin|du,
J'ai acheté du vin.,29,1,4,5,0,du vin|vin|du|j'ai|j'ai acheté,
Et du lait.,29,1,3,4,1,et|du|lait|du lait,du lait et du vin
Lait.,29,1,1,0,7,,et du lait|le lait|du lait|j'ai acheté du lait|du lait et du vin
Le lait.,29,1,2,1,1,lait,est-ce que vous aimez le lait
Du lait.,29,1,2,2,4,du|lait,et du lait|j'ai acheté du lait|du lait et du vin|est-ce que vous allez boire du lait
J'ai acheté du lait.,29,2,4,5,0,du|j'ai|lait|du lait|j'ai acheté,
J'ai acheté aussi un chapeau.,29,2,5,4,0,aussi|j'ai|un chapeau|j'ai acheté,
Un chapeau.,29,1,2,0,5,,"j'ai acheté aussi un chapeau|j'ai acheté un chapeau hier|un beau chapeau|est-ce que vous avez acheté un chapeau|oui, un beau chapeau"
Le chapeau.,29,1,2,0,0,,
J'ai acheté un chapeau hier.,29,1,5,4,0,j'ai|hier|un chapeau|j'ai acheté,
Un beau chapeau.,29,4,3,2,1,un chapeau|beau,"oui, un beau chapeau"
